Name,SMILES
ab_enamine86,OC(=O)c1ccc(cc1)S(=O)(=O)NCC(=O)NC1CCC=C1
ab_enamine87,CCn1cc(cn1)S(=O)(=O)Nc1cccc(c1)C(=O)O
ab_enamine88,COC(=O)N1CC2CCC1C(C2)C(=O)N[C@H]1C[C@@H](C1)C(=O)O
ab_enamine89,CS(=O)(=O)NC1CCN(CC1)c1ccc(cc1[N+](=O)[O-])C(=O)O
ab_enamine90,OC(=O)CNC(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc(C#N)c1
ab_enamine91,Cl.FC(F)Cn1cc(cn1)S(=O)(=O)NCCC1CCNC1
ab_enamine92,CC(CNS(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1)CC(=O)O
ab_enamine93,OC(=O)[C@@H]1C[C@H]1C(=O)NS(=O)(=O)c1ccc2OC(F)(F)Oc2c1
ab_enamine94,Cl.CC1CN(CC(C)O1)S(=O)(=O)NC1CCCC1CN
ab_enamine95,CCn1c(C)ncc1S(=O)(=O)Nc1cc(F)c(C(=O)O)c(F)c1
ab_enamine96,OC(=O)Cn1ccc2c(NS(=O)(=O)N3CCCC3)cccc12
ab_enamine97,CCOc1ccc(cc1OCC)S(=O)(=O)NCC(=O)O
ab_enamine98,COc1cc(C(=O)O)c(F)cc1NS(=O)(=O)c1cnn(c1)C(C)C
ab_enamine99,CNS(=O)(=O)CCCN(C)CC1CCc2nccn2C1
ab_enamine100,CNS(=O)(=O)c1ccc(o1)C(=O)N1Cc2ccccc2CC1C(=O)O
ab_enamine101,OC(=O)c1ncsc1S(=O)(=O)NC(CC1CCCO1)C(F)(F)F
ab_enamine102,CC(C)[C@H](NC(=O)CNS(=O)(=O)c1ccccc1)C(=O)O
ab_enamine103,Cl.Cc1nn(C)c(C)c1S(=O)(=O)NCC1CCCNC1
ab_enamine104,Cc1c(oc2ccc(cc12)S(=O)(=O)NC1(C)CCOC1)C(=O)O
ab_enamine105,CN(C)S(=O)(=O)c1cccc(NS(=O)(=O)c2cc(ccc2O)C(=O)O)c1
ab_enamine106,CC(C)(C)C(NS(=O)(=O)C)C(=O)NC1CCC(CC1)C(=O)O
ab_enamine107,CNS(=O)(=O)c1cc(C(=O)N(C)C2CCNC2)c(C)o1
ab_enamine108,Cc1ncc2CC(CCc2n1)NS(=O)(=O)c1ccc(nc1)C(=O)O
ab_enamine109,Cl.CC1CNCCC1NS(=O)(=O)c1c(C)nn(C)c1C
ab_enamine110,Cl.Cl.Cc1n[nH]c(C)c1S(=O)(=O)NCCCN1CCNCC1
ab_enamine111,COc1cc(OC)c(NS(=O)(=O)c2cnc3c(Cl)c(C)nn3c2)c(c1)C(=O)O
ab_enamine112,COc1ccc(cc1NS(=O)(=O)c1cncc(F)c1)C(=O)O
ab_enamine113,Cl.COc1ccc(c(C)c1)S(=O)(=O)NC1C2CC(N)CC1CS(=O)(=O)C2
ab_enamine114,CN(Cc1cc(C(=O)O)c(C)o1)C(=O)c1cccc(NS(=O)(=O)C)c1
ab_enamine115,Cc1oc(cc1S(=O)(=O)N)C(=O)N1C[C@H]([C@@H](C1)c1ccccc1)C(=O)O
ab_enamine116,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(=O)O
ab_enamine117,Cc1cc(ccc1S(=O)(=O)NCC1(C)CCC(=O)N1)C(=O)O
ab_enamine118,CCCS(=O)(=O)c1ccc(cc1)S(=O)(=O)N[C@@H](C)C(=O)O
ab_enamine119,OC(=O)CC(NS(=O)(=O)c1cnn(c1)C1CCOCC1)c1ccsc1
ab_enamine120,COc1cc(ccc1S(=O)(=O)NCCc1nc(C)no1)C(=O)O
ab_enamine121,Cc1cc(NS(=O)(=O)c2cnnn2C)ccc1C(=O)O
ab_enamine122,CCc1nc(CNS(=O)(=O)c2cncc(c2)C(=O)O)cs1
ab_enamine123,CSC1(CNS(=O)(=O)c2cc(oc2Cl)C(=O)O)CC1
ab_enamine124,OC(=O)CN1C(=O)COc2ccc(cc12)S(=O)(=O)Nc1cnc(nc1)c1cccc(F)c1
ab_enamine125,Cc1csc(n1)c1ccc(cc1)S(=O)(=O)N[C@H](CCC(=O)N)C(=O)O
ab_enamine126,COCCn1cc(cn1)S(=O)(=O)Nc1cc(C)cc(F)c1C(=O)O
ab_enamine127,COc1cc(NS(=O)(=O)c2cnc3[nH]c(=O)[nH]c(=O)c3c2)c(cc1OC)C(=O)O
ab_enamine128,OC(=O)c1ncoc1C1CCN(CC1)C(=O)OCC1CCCO1
ab_enamine129,C[C@@H](NS(=O)(=O)c1cc(C)cc(c1C)S(=O)(=O)C)C(=O)O
ab_enamine130,CCOc1ccc(cc1C(=O)O)S(=O)(=O)NCC(=O)N1CCCCC1
ab_enamine131,OC(=O)CNS(=O)(=O)c1ccc(N2CCCC2)c(c1)[N+](=O)[O-]
ab_enamine132,CC(C)NS(=O)(=O)C1CCN(C1)C(=O)NC1CCC(C1)N(C)C
ab_enamine133,COc1ccc(CCNS(=O)(=O)N2CCC(CC2)C(=O)O)c(OC)c1
ab_enamine134,Cn1cnc(c1)S(=O)(=O)NCc1ccncc1O[C@H]1CCNC1
ab_enamine135,COc1ccc(CCC(=O)O)cc1NS(=O)(=O)c1c(Cl)cnn1C
ab_enamine136,OC(=O)C1CN(CCNS(=O)(=O)c2ccc(s2)C(F)(F)F)C(=O)C1
ab_enamine137,COC1CCN(CC1)S(=O)(=O)Nc1cccc(C(=O)O)c1OC(C)C
